,problem_id,prompts,code
314,lsn7_randomcircles,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
** Create a pythonGraph that asks the user for the number of circles to draw.
Your program should then open a pythonGraph window and then draw that many
circles somewhere within view.

**Hints**

  * Import the `random` module in order to generate random numbers. There are specifically two functions that are useful:
  * `random.random()` returns a random number between 0.0 and 1.0
  * `random.randint(start, end)` returns a random integer between `start` and `end`





Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","Here is your solution:

```python
import pythonGraph
import random

def draw_random_circles():
    num_circles = int(input(""How many circles would you like to draw? ""))
    pythonGraph.open_window(500, 500)
    
    for _ in range(num_circles):
        x = random.random() * 500
        y = random.random() * 500
        r = random.random() * 50
        pythonGraph.draw_circle(x, y, r, pythonGraph.colors.BLACK, True)
    
    pythonGraph.wait_for_close()

if __name__ == '__main__':
    draw_random_circles()
```

This program will only run if the `pythonGraph` package is installed or it's within the libraries in your local project directory. The package is not available in the default python however, you might find it in some custom environments like an educational environment."
315,lsn6_uod,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

You've been asked to develop a tool to help identify the uniform of the day,
based on temperature and wind speed.

The command center has provided the following table for guidance:

| Temperature  
---|---  
Wind Speed |  | <40 | 40 | >40 and <60 | 60 | >60  
<15 | Parkas | A-Jackets | A-Jackets | A-Jackets | Blues  
15 | ABUs | ABUs | Parkas | Parkas | Blues  
>15 | ABUs | ABUs | Parkas | Parkas | A-Jackets  
  
Create a Python program that first gets the temperature (in degrees
Fahrenheit) and then the wind speed (in knots) from the user. You may assume
that all inputs are non-negative numbers.

It should then output the correct response, as described above.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def main():
    temperature = float(input(""Enter the temperature: ""))
    wind_speed = float(input(""Enter the wind speed: ""))

    if temperature < 15:
        if wind_speed < 40:
            print(""Parkas"")
        elif wind_speed == 40:
            print(""A-jackets"")
        elif 40 < wind_speed < 60:
            print(""A-jackets"")
        elif wind_speed == 60:
            print(""A-jackets"")
        else:
            print(""Blues"")
    elif temperature == 15:
        if wind_speed < 40:
            print(""ABUs"")
        elif wind_speed == 40:
            print(""ABUs"")
        elif 40 < wind_speed < 60:
            print(""Parkas"")
        elif wind_speed == 60:
            print(""Parkas"")
        else:
            print(""Blues"")
    else:
        if wind_speed < 40:
            print(""ABUs"")
        elif wind_speed == 40:
            print(""ABUs"")
        elif 40 < wind_speed < 60:
            print(""Parkas"")
        elif wind_speed == 60:
            print(""Parkas"")
        else:
            print(""A-Jackets"")

if __name__ == ""__main__"":
    main()
"
316,lsn6_speeding,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a program that gets a speed (in miles per hour). You may assume that
all inputs are non-negative numbers.

It should output the kind of ticket a police officer should give the driver
(according to the table below).

Speed (mph) | <= 65 | >65 and <= 70 | >70 and <= 75 | > 75 and <= 80 | > 80  
---|---|---|---|---|---  
Ticket | No Ticket | Warning | Speeding | Reckless Driving | Reckless
Endangerment  
  
**EXAMPLES:**

| Example 1 | Example 2 | Example 3 | Example 4 | Example 5  
---|---|---|---|---|---  
Input | 48 | 68 | 72 | 78 | 136  
Expected Output  | No Ticket | Warning | Speeding | Reckless Driving |
Reckless Endangerment



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def ticket(speed):
    if speed <= 65:
        return 'No Ticket'
    elif 65 < speed <= 70:
        return 'Warning'
    elif 70 < speed <=75:
        return 'Speeding'
    elif 75 < speed <=80:
        return 'Reckless Driving'
    else:
        return 'Reckless Endangerment'
"
317,lsn6_roundtrip,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write a Python program that gets three values from the user:

  * The distance to a destination (in miles)
  * The amount of fuel in the user's car (in gallons)
  * The # of miles the user's car can travel per gallon of gas (i.e., Miles Per Gallon)

You may assume that all inputs are non-negative numbers.

Calculate the amount of fuel needed to reach the destination. Then output
whether or not the user needs to refuel during a round trip, using the below
table as a guide:

Fuel Consumed (One-Way) | =< 50% | > 50% and <= 100% | > 100%  
---|---|---|---  
Output | No Refueling Needed | Refuel on Way Back | Refuel En Route  
  
**EXAMPLES:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 100  
10  
30 | 100  
5  
20 | 100  
7  
10  
Output | No Refueling Needed | Refuel on Way Back | Refuel En Route  
  
**NOTE: Your Output Must Match Exactly**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# get the inputs
distance_to_destination = float(input())
amount_of_fuel = float(input())
miles_per_gallon = float(input())

# calculate the fuel consumed
fuel_consumed = distance_to_destination / miles_per_gallon

# check the fuel consumed, and print the appropriate message
if fuel_consumed <= amount_of_fuel/2:
    print('No Refueling Needed')
elif fuel_consumed <= amount_of_fuel:
    print('Refuel on Way Back')
else:
    print('Refuel En Route')
"
318,lsn6_lists,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write an algorithm that gets a decimal GPA, APA, and MPA from the user (in
that order). You may assume that all inputs are non-negative whole numbers.

It then reports which meritorious list the cadet is on. If the GPA is equal to
or above 3.0, the cadet is on the ""Dean's List"", and if the APA is equal to or
above 3.0, the cadet is on the ""Athletic Director's List"", and if the MPA is
equal to or above 3.0, the cadet is on the ""Commandant's List"". Finally, if
the cadet qualifies for all three individual lists, then the cadet is on the
""Superintendent's List"". The algorithm should report all the lists the cadet
is on (in the order defined above), unless the cadet is on the Superintendents
List, in which case, it should report only, ""Superintendent's List"".

| No List | Dean's List | Athletic Director's List | Commandant's List |
Superintendent's List  
---|---|---|---|---|---  
GPA | < 3.0 | >= 3.0 | n/a | n/a | >= 3.0  
APA | < 3.0 | n/a | >= 3.0 | n/a | >= 3.0  
MPA | < 3.0 | n/a | n/a | >= 3.0 | >= 3.0  
  
**EXAMPLES:**

| Example 1 | Example 2 | Example 3 | Example 4 | Example 5  
---|---|---|---|---|---  
Input | 2.8  
2.6  
2.5 | 3.5  
3.2  
2.8 | 3.3  
2.8  
3.4 | 3.6  
3.8  
3.2 | 2.8  
3.5  
3.8  
Output | No List | Dean's List  
Athletic Director's List | Dean's List  
Commandant's List | Superintendent's List | Athletic Director's List  
Commandant's List



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def cadetClassification(GPA, APA, MPA):
  list = []
  if GPA >= 3.0:
    list.append(""Dean's List"")
  if APA >= 3.0:
    list.append(""Athletic Director's List"")
  if MPA >= 3.0:
    list.append(""Commandant's List"")
  if GPA >= 3.0 and APA >= 3.0 and MPA >= 3.0:
    return [""Superintendent's List""]
  elif len(list) == 0:
    return [""No List""]
  else: 
    return list

GPA = float(input())
APA = float(input())
MPA = float(input())
for status in cadetClassification(GPA, APA, MPA):
  print(status)
"
319,lsn6_fuel,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:**

Write an algorithm that gets a fuel load (in lbs) and then a distance to base
(in nautical miles). You may assume all inputs are non-negative numbers.

It then outputs what kind of action the pilot should take. If the fuel load is
less than 50 lbs and the distance to base is less than 70 nm, report ""Return
to base"", otherwise, report ""Resume flight"".

**EXAMPLES:**

| Example 1 | Example 2 | Example 3 | Example 4  
---|---|---|---|---  
Input | 30  
60 | 60  
60 | 40  
80 | 60  
80  
Output | Return to base | Resume flight | Resume flight | Resume flight  
  
**Note: Output must match exactly.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def check_flight_parameters(fuel_load: int, distance_to_base: int) -> str:
    if fuel_load < 50 and distance_to_base < 70:
        return 'Return to base'
    else:
        return 'Resume flight'
"
320,lsn5_positive,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write a Python  **program**  that gets a floating point number from the user:

  * If the number is positive, print the word `POSITIVE`
  * Otherwise, print the word `NOT POSITIVE`

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 10 | -5 | 0  
Output | POSITIVE | NOT POSITIVE | NOT POSITIVE



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
num = float(input(""Enter a floating point number: ""))
if num > 0:
    print(""POSITIVE"")
else:
    print(""NOT POSITIVE"")
"
321,lsn5_largest,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write a program that takes three integers as parameters, and prints the
largest (i.e., highest) number.

Ex: If the input is:

    
    
    7
    15
    3
    

Your function should return:

    
    
    15
    

  
In the event that all 3 numbers are the same, output that number.

Ex: If the input is:

    
    
    5
    5
    5
    

Your function should return:

    
    
    5



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def max_of_three(a,b,c):
    max_num = max(a,b,c)
    print(max_num)
max_of_three(7,15,3)
"
322,lsn5_classyear,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Using the below table as a guide, write a Python program that takes the user's
class year as input, and outputs their cadet class. If the class year is
before 2021, output ""Graduate"". Alternatively, if the class year is larger
than 2024, output ""Not a Cadet"".

You may assume that all inputs provided to your application are years
(represented as Integers)

| Example 1 | Example 2 | Example 3 | Example 4 | Example 5 | Example 6  
---|---|---|---|---|---|---  
Input | 2021 | 2022 | 2023 | 2024 | 2020 | 2025  
Output | Firstie | Two Degree | Three Degree | Four Degree | Graduate | Not a
Cadet



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def cadet_class(class_year):
    if class_year < 2021:
        return ""Graduate""
    elif class_year == 2021:
        return ""Firstie""
    elif class_year == 2022:
        return ""Two Degree""
    elif class_year == 2023:
        return ""Three Degree""
    elif class_year == 2024:
        return ""Four Degree""
    else:
        return ""Not a Cadet""

class_year = int(input(""Enter your class year: ""))
print(cadet_class(class_year))
"
323,lsn5_atmosphere,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** The Earth's atmosphere is divided into a series of layers. Write an
algorithm that asks the user for the altitude in kilometers. Then output the
corresponding layer according to the following table:

Altitude | ≤10km | >10km&≤50km | >50km&≤85km | >85km&≤1000km |
>1000km&≤100,000km | >100,000km  
---|---|---|---|---|---|---  
**Layer** | Troposphere | Stratosphere | Mesosphere | Thermosphere | Exosphere
| Space



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
altitude = float(input(""Enter altitude in kilometers: ""))

if altitude <= 10:
    print(""Troposphere"")
elif altitude > 10 and altitude <= 50:
    print(""Stratosphere"")
elif altitude > 50 and altitude <= 85:
    print(""Mesosphere"")
elif altitude > 85 and altitude <= 1000:
    print(""Thermosphere"")
elif altitude > 1000 and altitude <= 100000:
    print(""Exosphere"")
else:
    print(""Space"")
"
324,lsn4_temperature,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:**

Write an algorithm that prompts the user for a temperature in °F and then
outputs K and °C in that order.

**EXAMPLE:**

| Example 1 | Example 2  
---|---|---  
Input | 32 | 0  
Output | 273.15  
0 | 255.372  
-17.778  
  
**Note: Output must match within a predefined tolerance.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def convert_temperature():
    #prompt the user for a temperature in °F
    fahrenheit = float(input(""Enter temperature in Fahrenheit: ""))

    #convert fahrenheit to celsius
    celsius = (fahrenheit - 32) * 5.0/9.0

    #convert fahrenheit to Kelvin
    kelvin = 273.15 + ((fahrenheit - 32.0) * (5.0/9.0))

    #output K and °C in that order
    print(""%.3f"" % kelvin)
    print(""%.3f"" % celsius)

convert_temperature()
```
"
325,lsn4_projectile,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:**

Write a python program that can calculate the range of a projectile when fired
from an artillery on level ground. Your program will ask the user to input the
initial velocity (`v`) and angle in degrees (`theta`). Your program should
then calculate and print the range using the following formula:

`range = (v^2 * sin(2 * theta)) / 9.8`  
 **WARNING: The above formula is not valid Python.**  
  

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 800  
45 | 600  
30 | 535.2  
81.7  
Output | 65306.122 | 31813.178 | 8350.235  
  
**Hints**

  * You need to use the `math` module's trig functions to solve this problem. Type `import math` at the top of your code to add it to your program.
  * The `sin()` and `cos()` functions assume that the angle is in  **radians**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import math

# input velocity and angle
v = float(input(""Enter the initial velocity (in m/s): ""))
theta = float(input(""Enter the angle (in degrees): ""))

# convert angle to radians
theta = math.radians(theta)

# calculate range
range = (v ** 2 * math.sin(2 * theta)) / 9.8

print(""The range of the projectile is: {:.3f}"".format(range))
"
326,lsn4_math,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:**

Given three floating-point numbers x, y, and z, output the square root of x,
the absolute value of (y minus z) , and the factorial of (the ceiling of z).
Each input should be on a new line, and rounded to a maximum of 2 decimal
places.

(Hint: use the [`round` (Links to an external
site.)](https://docs.python.org/3/library/functions.html#round) function to
round your outputs!):

`round(# to round, # of digits to round to)`

**EXAMPLE:**

    
    
    5.0
    6.5
    3.2
    

Then the output is:

    
    
    2.24
    3.30
    24.00
    

NOTE: Decimal places may be slightly off depending on the exact numbers used.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import math
x = float(input())
y = float(input())
z = float(input())

#square root of x
result1 = round(math.sqrt(x), 2)

#absolute value of (y minus z) 
result2 = round(abs(y-z), 2)

#factorial of (the ceiling of z)
result3 = round(math.factorial(math.ceil(z)), 2)

# Display the results
print(result1)
print(result2)
print(result3)
"
327,lsn4_calories,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:**

The following equations estimate the calories burned when exercising ([source
(Links to an external
site.)](https://web.archive.org/web/20121021230025/http://fitnowtraining.com/2012/01/formula-
for-calories-burned/)):

Men: Calories = ( (Age x 0.2017) + (Weight x 0.09036) + (Heart Rate x 0.6309)
-- 55.0969 ) x Time / 4.184

Women: Calories = ( (Age x 0.074) -- (Weight x 0.05741) + (Heart Rate x
0.4472) -- 20.4022 ) x Time / 4.184

Write a program using inputs age (years), weight (pounds), heart rate (beats
per minute), and time (minutes), respectively. Output calories burned for men
and women.

Output each floating-point value (your program will be marked correct so long
as it outputs a value within a predefined range)

**EXAMPLE:**

If the input is:

    
    
    49
    155
    148
    60
    

Then the output is:

    
    
    891.47
    580.94



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
#use the input function to get the input from the user and convert it to integer with int() since the inputs are always integers.
age = int(input())
weight = int(input())
heart_rate = int(input())
time = int(input())

#Use the formula to calculate the calories burned for men and women. 
#The round() function is used to limit the output to two decimal places.
burned_calories_men = round(( (age * 0.2017) + (weight * 0.09036) + (heart_rate * 0.6309) - 55.0969 ) * time / 4.184, 2)
burned_calories_women = round(( (age * 0.074) - (weight * 0.05741) + (heart_rate * 0.4472) - 20.4022 ) * time / 4.184, 2)

# print the result 
print(burned_calories_men)
print(burned_calories_women)
"
328,lsn4_bits_to_kmg,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:**

One byte is comprised of 8 bits. A typical computer program has a requirement
for much more memory. Therefore, many bytes can be grouped together to make
larger memory amounts. Our convention is for computer memory is scaled in
logical increments of 210 = 1024.

For example:

  * 1024 bytes = 1 kilobyte (KB)
  * 1024 KB = 1 megabyte (MB)
  * 1024 MB = 1 gigabyte (GB)

Write an algorithm that prompts the user for a number of bits and then outputs
the equivalent number of kilobytes, megabytes, and gigabytes.

**EXAMPLE:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 1000000 | 6879000 | 92445694  
Output | 122.07  
0.12  
0.00012 | 839.72  
0.82  
.0008 | 11,284.87  
11.02  
0.01  
  
**Note: Output must match within a predefined tolerance.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Skeleton Code
def main():
    bits = int(input(""Enter the number of bits: ""))
    converter(bits)

def converter(bits):
    # Enter your code here
    pass

main()
```

"
329,lsn4_bits_to_bytes,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

The basic unit of computer memory is a bit. A bit can represent two values (on
or off, 0 or 1). To represent more information, bits are grouped together in
larger quantities. Beyond a bit, the next logical grouping is a byte, where 1
byte has 8 bits. Write an algorithm that prompts the user for a number of bits
and then outputs the equivalent number of bytes.

**EXAMPLE:**

Example 1 | Example 2 | Example 3  
---|---|---  
Input | 8 | 800 | 7234  
Output | 1.0 | 100.0 | 904.25  
  
**Note: Output must match exactly.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Skeleton code
def bit_to_byte():
    # read number of bits as input, assign to bit
    bit = int(input())
  
    # calculate the equivalent number of bytes, assign to byte
    byte = bit / 8

    # print the output
    print(byte)
```
Note: Call the function bit_to_byte() to execute the function."
330,lsn4_bit_representation,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

One way bits can hold information is computer images. Computer images are
composed of a grid of small, independent colored cells known as pixels. The
number of colors each pixel can hold is related to the number bits allocated
to each pixel. A simple black and white image, for example, would have a
single bit per pixel, where the value of the bit would represent black or
white for that pixel. Allocating 2 bits per pixel would allow each pixel to
have one of four colors.

Generally speaking, the number of color options available to a particular
pixel can be described as:

    
    
    numberofcolors = 2number of bits

In Python, write an algorithm that prompts the user for a number of bits and
then outputs the number of different colors that could be represented by a
single pixel.

**EXAMPLE:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 3 | 8 | 24  
Output | 8 | 256 | 16777216  
  
**Note: Output must match exactly.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Skeleton code

# Requests the user for the number of bits
bits = int(input(""Enter the number of bits: ""))

# Calculate and print the number of colors
colors = 2 ** bits
print(colors)
"
331,lsn3_skill2,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a program that gets a cadet's age, and stores it in a variable called
**your_age.**

Print the user's age + 4.

For example, if the user types:

    
    
     18

Your program should print:

    
    
    22



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
your_age = int(input())
print(your_age + 4)
"
332,lsn3_skill1,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Create a variable called  **name,  **and set it equal to your name
(represented as a string--don't forget to use the quotation marks!).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.",
333,lsn3_scoreaverage,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write an algorithm that prompts the user for three sports game scores and
outputs the average.

  
**EXAMPLE:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 8  
15  
12 | 89  
103  
63 | 14  
42  
36  
Output | 11.666666666666666 | 85.0 | 30.666666666666668  
  
**Note: Output must match (within a predefined tolerance).**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Skeleton Code
def get_score_average():
    # Please write your code here
    pass

get_score_average()
```

"
334,lsn3_pointspread,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

A ""Point Spread"" is a term used to in sports (and gambling) to describe the
difference between two teams' scores. For example, if one team scores 20
points and another team scores 30 points, the point spread is 10. A point
spread is always a positive number.

Write an algorithm that prompts the user for two sports game scores and
outputs the point spread.  
  
**  
EXAMPLE:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 8  
15 | 89  
103 | 42  
14  
Output | 7 | 14 | 28  
  
**Note: Output must match exactly.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
score1 = int(input(""Please enter the score for Team 1: ""))
score2 = int(input(""Please enter the score for Team 2: ""))

point_spread = abs(score1-score2)

print(point_spread)
"
335,lsn3_madlib,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Mad Libs are activities that have a person provide various words, which are
then used to complete a short story in unexpected (and hopefully funny) ways.
(EDITOR'S NOTE: Do you kids even do Mad Libs anymore?)

Complete the program to read the needed values from input, that the existing
output statement(s) can use to output a short story.

**EXAMPLE:**

If the input is:

    
    
    Eric
    Chipotle
    12
    burritos
    

Then the output is:

    
    
    Eric went to Chipotle to buy 12 different types of burritos



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
name = input()
place = input()
number = input()
item = input()

print(name + "" went to "" + place + "" to buy "" + number + "" different types of "" + item)
"
336,lsn3_girlscouts,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a program that asks the user for the amount of money he/she has on
hand, and outputs the number of girl scout cookies that he/she can purchase.
Use the following prices:

$5 per box for the ""Super Six"" (Thin Mints, Samoas, Tagalongs, Do-Si-Dos,
Trefoils, Savannah Smiles)  
$6 per box for the Specialty Cookies (S'mores, Toffee-tastic)

**For this problem, assume that the user will buy all of one or the other. In
other words, output the number of boxes that he/she would be able to obtain if
he/she bought nothing but the Super Six, and nothing but the Specialty
Cookies.**

**HINT:**  
You can convert a number to an integer by using the int() function. For
example:  
 **int(2.51)** will convert the number to 2

EXAMPLE:  
If the input is:

    
    
    26

Then the output is:

    
    
    5 boxes of Thin Mints, Samoas, Tagalongs, Do-Si-Dos, Trefoils, or Savannah Smiles  
    4 boxes of S'mores and Toffee-tastic



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
money = float(input())
num_super_six = int(money / 5)
num_specialty = int(money / 6)
print(str(num_super_six) + "" boxes of Thin Mints, Samoas, Tagalongs, Do-Si-Dos, Trefoils, or Savannah Smiles"")
print(str(num_specialty) + "" boxes of S'mores and Toffee-tastic"")
"
337,lsn3_arrivaltime,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

Write an algorithm that prompts the user for a distance to travel (in miles)
and a speed (in mph) and outputs time of arrival in hours.

  
**For Example:**

| Example 1 | Example 2 | Example 3  
---|---|---|---  
Input | 72  
60 | 1282  
85 | 120.5  
59.2  
Output | 1.2 | 15.0823 | 2.0355  
  
**Note: Output needs to match the examples.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def calculate_arrival_time():
    distance = float(input(""Enter the distance to be travel in miles: ""))
    speed = float(input(""Enter the speed in mph: ""))

    # calculate time of arrival

    arrival_time = distance / speed
    return round(arrival_time, 4)

print(calculate_arrival_time())
"
338,lsn24_starmap,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a table that describes a simple night sky as a
2D list in your code template.  This list is an exact mapping to the picture
below.  The 2D list (`star_map`) is populated with characters representing the
locations of various astronomical entities (stars, planets, etc).  For
example, you can see in the template that the very first item is 'M', since
there is a Moon in the top left corner.



Write a program that gets two values from the user in the following order:

  1. The horizontal index of the cell in the star map to search (e.g. 0 for the top row)
  2. The vertical index of the cell in the star map to search (e.g. 0 for the leftmost column)



Finally, **print  ** ****out the word associated with the code in the table at
that particular cell.

`S = Star; St = Satellite; M = Moon; P = Planet; _ = Nothing`



**EXAMPLES:**



| Example 1 | Example 2 | Example 3  
---|---|---|---  
**Input** |

0

0

|

0

1

|

4

1  
  
**Output** | Moon | Nothing | Satellite  
  
* * *





Please build your solution based on the following skeleton code: :
# AUTOGRADER IMPORT REMOVED

# ---------------------------------------------------------------------
# Lab: Star Map
# Course: CS110, Spring 2022
# ---------------------------------------------------------------------

# ---------------------------------------------------------------------
# Problem Statement: Write a Python program that prints what is found 
#  at a specific location of the star map represented below.
#  NOTE: See the Canvas Problem Statement for additional details.
# ---------------------------------------------------------------------

#DO NOT TOUCH THIS LIST!
star_map =   [['M', '_', '_', '_', 'S'],
              ['S', 'M', '_', '_', 'P'],
              ['S', '_', '_', 'P', 'M'],
              ['P', 'P', 'S', '_', '_'],
              ['M', 'St', '_', 'St', '_']]
#  S = Star; St = Satellite; M = Moon; P = Planet; _ = Nothing

#Your code goes here.
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# ---------------------------------------------------------------------
# Lab: Star Map
# Course: CS110, Spring 2022
# ---------------------------------------------------------------------

# ---------------------------------------------------------------------
# Problem Statement: Write a Python program that prints what is found 
#  at a specific location of the star map represented below.
#  NOTE: See the Canvas Problem Statement for additional details.
# ---------------------------------------------------------------------

#DO NOT TOUCH THIS LIST!
star_map =   [['M', '_', '_', '_', 'S'],
              ['S', 'M', '_', '_', 'P'],
              ['S', '_', '_', 'P', 'M'],
              ['P', 'P', 'S', '_', '_'],
              ['M', 'St', '_', 'St', '_']]
#  S = Star; St = Satellite; M = Moon; P = Planet; _ = Nothing

# Your code goes here.
def find_in_star_map(x_position, y_position):

    map_dict = {'M': 'Moon', 'St': 'Satellite', 'S': 'Star', 'P': 'Planet', '_': 'Nothing'}

    if x_position >= 0 and x_position < len(star_map) and y_position >= 0 and y_position < len(star_map[0]):
        symbol = star_map[x_position][y_position]
        if symbol in map_dict:
            print(map_dict[symbol])
        else:
            print('Unknown symbol')
    else:
        print('Invalid position')

x_position = int(input(""Enter the x-coordinate: ""))
y_position = int(input(""Enter the y-coordinate: ""))
find_in_star_map(x_position, y_position)
"
